"Any","Mes","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Durada_atur","Nombre"
2020,4,7,"Horta-Guinardó",41,"la Vall d'Hebron","Fins a 6 mesos",154
2020,4,7,"Horta-Guinardó",42,"la Clota","Fins a 6 mesos",11
2020,4,7,"Horta-Guinardó",43,"Horta","Fins a 6 mesos",840
2020,4,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Fins a 6 mesos",780
2020,4,8,"Nou Barris",45,"Porta","Fins a 6 mesos",771
2020,4,8,"Nou Barris",46,"el Turó de la Peira","Fins a 6 mesos",479
2020,4,8,"Nou Barris",47,"Can Peguera","Fins a 6 mesos",66
2020,4,8,"Nou Barris",48,"la Guineueta","Fins a 6 mesos",521
2020,4,8,"Nou Barris",49,"Canyelles","Fins a 6 mesos",254
2020,4,8,"Nou Barris",50,"les Roquetes","Fins a 6 mesos",551
2020,4,8,"Nou Barris",51,"Verdun","Fins a 6 mesos",422
2020,4,8,"Nou Barris",52,"la Prosperitat","Fins a 6 mesos",866
2020,4,8,"Nou Barris",53,"la Trinitat Nova","Fins a 6 mesos",363
2020,4,8,"Nou Barris",54,"Torre Baró","Fins a 6 mesos",100
2020,4,8,"Nou Barris",55,"Ciutat Meridiana","Fins a 6 mesos",524
2020,4,8,"Nou Barris",56,"Vallbona","Fins a 6 mesos",61
2020,4,9,"Sant Andreu",57,"la Trinitat Vella","Fins a 6 mesos",485
2020,4,9,"Sant Andreu",58,"Baró de Viver","Fins a 6 mesos",70
2020,4,9,"Sant Andreu",59,"el Bon Pastor","Fins a 6 mesos",399
2020,4,9,"Sant Andreu",60,"Sant Andreu","Fins a 6 mesos",1615
2020,4,9,"Sant Andreu",61,"la Sagrera","Fins a 6 mesos",806
2020,4,9,"Sant Andreu",62,"el Congrés i els Indians","Fins a 6 mesos",392
2020,4,9,"Sant Andreu",63,"Navas","Fins a 6 mesos",605
2020,4,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Fins a 6 mesos",1175
2020,4,10,"Sant Martí",65,"el Clot","Fins a 6 mesos",754
2020,4,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Fins a 6 mesos",354
2020,4,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Fins a 6 mesos",252
2020,4,10,"Sant Martí",68,"el Poblenou","Fins a 6 mesos",858
2020,4,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Fins a 6 mesos",399
2020,4,10,"Sant Martí",70,"el Besòs i el Maresme","Fins a 6 mesos",908
2020,4,10,"Sant Martí",71,"Provençals del Poblenou","Fins a 6 mesos",572
2020,4,10,"Sant Martí",72,"Sant Martí de Provençals","Fins a 6 mesos",781
2020,4,10,"Sant Martí",73,"la Verneda i la Pau","Fins a 6 mesos",884
2020,4,99,"No consta",99,"No consta","Fins a 6 mesos",433
2020,4,1,"Ciutat Vella",1,"el Raval","De 6 a 12 mesos",618
2020,4,1,"Ciutat Vella",2,"el Barri Gòtic","De 6 a 12 mesos",181
2020,4,1,"Ciutat Vella",3,"la Barceloneta","De 6 a 12 mesos",199
2020,4,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","De 6 a 12 mesos",275
2020,4,2,"Eixample",5,"el Fort Pienc","De 6 a 12 mesos",220
2020,4,2,"Eixample",6,"la Sagrada Família","De 6 a 12 mesos",353
2020,4,2,"Eixample",7,"la Dreta de l'Eixample","De 6 a 12 mesos",264
2020,4,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","De 6 a 12 mesos",264
2020,4,2,"Eixample",9,"la Nova Esquerra de l'Eixample","De 6 a 12 mesos",439
2020,4,2,"Eixample",10,"Sant Antoni","De 6 a 12 mesos",308
2020,4,3,"Sants-Montjuïc",11,"el Poble Sec","De 6 a 12 mesos",403
2020,4,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","De 6 a 12 mesos",19
2020,4,3,"Sants-Montjuïc",13,"la Marina de Port","De 6 a 12 mesos",301
2020,4,3,"Sants-Montjuïc",14,"la Font de la Guatlla","De 6 a 12 mesos",102
2020,4,3,"Sants-Montjuïc",15,"Hostafrancs","De 6 a 12 mesos",139
2020,4,3,"Sants-Montjuïc",16,"la Bordeta","De 6 a 12 mesos",163
2020,4,3,"Sants-Montjuïc",17,"Sants - Badal","De 6 a 12 mesos",166
2020,4,3,"Sants-Montjuïc",18,"Sants","De 6 a 12 mesos",328
2020,4,4,"Les Corts",19,"les Corts","De 6 a 12 mesos",342
2020,4,4,"Les Corts",20,"la Maternitat i Sant Ramon","De 6 a 12 mesos",164
2020,4,4,"Les Corts",21,"Pedralbes","De 6 a 12 mesos",37
2020,4,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","De 6 a 12 mesos",21
2020,4,5,"Sarrià-Sant Gervasi",23,"Sarrià","De 6 a 12 mesos",89
2020,4,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","De 6 a 12 mesos",80
2020,4,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","De 6 a 12 mesos",133
2020,4,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","De 6 a 12 mesos",227
2020,4,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","De 6 a 12 mesos",197
2020,4,6,"Gràcia",28,"Vallcarca i els Penitents","De 6 a 12 mesos",123
2020,4,6,"Gràcia",29,"el Coll","De 6 a 12 mesos",53
2020,4,6,"Gràcia",30,"la Salut","De 6 a 12 mesos",103
2020,4,6,"Gràcia",31,"la Vila de Gràcia","De 6 a 12 mesos",392
2020,4,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","De 6 a 12 mesos",239
2020,4,7,"Horta-Guinardó",33,"el Baix Guinardó","De 6 a 12 mesos",184
2020,4,7,"Horta-Guinardó",34,"Can Baró","De 6 a 12 mesos",73
2020,4,7,"Horta-Guinardó",35,"el Guinardó","De 6 a 12 mesos",285
2020,4,7,"Horta-Guinardó",36,"la Font d'en Fargues","De 6 a 12 mesos",94
2020,4,7,"Horta-Guinardó",37,"el Carmel","De 6 a 12 mesos",320
2020,4,7,"Horta-Guinardó",38,"la Teixonera","De 6 a 12 mesos",92
2020,4,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","De 6 a 12 mesos",55
2020,4,7,"Horta-Guinardó",40,"Montbau","De 6 a 12 mesos",40
2020,4,7,"Horta-Guinardó",41,"la Vall d'Hebron","De 6 a 12 mesos",42
2020,4,7,"Horta-Guinardó",42,"la Clota","De 6 a 12 mesos",3
2020,4,7,"Horta-Guinardó",43,"Horta","De 6 a 12 mesos",262
2020,4,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","De 6 a 12 mesos",239
2020,4,8,"Nou Barris",45,"Porta","De 6 a 12 mesos",230
2020,4,8,"Nou Barris",46,"el Turó de la Peira","De 6 a 12 mesos",150
2020,4,8,"Nou Barris",47,"Can Peguera","De 6 a 12 mesos",21
2020,4,8,"Nou Barris",48,"la Guineueta","De 6 a 12 mesos",172
2020,4,8,"Nou Barris",49,"Canyelles","De 6 a 12 mesos",84
2020,4,8,"Nou Barris",50,"les Roquetes","De 6 a 12 mesos",183
2020,4,8,"Nou Barris",51,"Verdun","De 6 a 12 mesos",139
2020,4,8,"Nou Barris",52,"la Prosperitat","De 6 a 12 mesos",259
2020,4,8,"Nou Barris",53,"la Trinitat Nova","De 6 a 12 mesos",124
2020,4,8,"Nou Barris",54,"Torre Baró","De 6 a 12 mesos",34
2020,4,8,"Nou Barris",55,"Ciutat Meridiana","De 6 a 12 mesos",180
2020,4,8,"Nou Barris",56,"Vallbona","De 6 a 12 mesos",21
2020,4,9,"Sant Andreu",57,"la Trinitat Vella","De 6 a 12 mesos",167
2020,4,9,"Sant Andreu",58,"Baró de Viver","De 6 a 12 mesos",21
2020,4,9,"Sant Andreu",59,"el Bon Pastor","De 6 a 12 mesos",122
2020,4,9,"Sant Andreu",60,"Sant Andreu","De 6 a 12 mesos",494
2020,4,9,"Sant Andreu",61,"la Sagrera","De 6 a 12 mesos",230
2020,4,9,"Sant Andreu",62,"el Congrés i els Indians","De 6 a 12 mesos",112
2020,4,9,"Sant Andreu",63,"Navas","De 6 a 12 mesos",171
2020,4,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","De 6 a 12 mesos",325
2020,4,10,"Sant Martí",65,"el Clot","De 6 a 12 mesos",224
2020,4,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","De 6 a 12 mesos",111
2020,4,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","De 6 a 12 mesos",79
2020,4,10,"Sant Martí",68,"el Poblenou","De 6 a 12 mesos",270
2020,4,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","De 6 a 12 mesos",111
2020,4,10,"Sant Martí",70,"el Besòs i el Maresme","De 6 a 12 mesos",253
2020,4,10,"Sant Martí",71,"Provençals del Poblenou","De 6 a 12 mesos",174
2020,4,10,"Sant Martí",72,"Sant Martí de Provençals","De 6 a 12 mesos",243
2020,4,10,"Sant Martí",73,"la Verneda i la Pau","De 6 a 12 mesos",275
2020,4,99,"No consta",99,"No consta","De 6 a 12 mesos",11
2020,4,1,"Ciutat Vella",1,"el Raval","Més de 12 mesos",1068
2020,4,1,"Ciutat Vella",2,"el Barri Gòtic","Més de 12 mesos",307
2020,4,1,"Ciutat Vella",3,"la Barceloneta","Més de 12 mesos",334
2020,4,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Més de 12 mesos",461
2020,4,2,"Eixample",5,"el Fort Pienc","Més de 12 mesos",447
2020,4,2,"Eixample",6,"la Sagrada Família","Més de 12 mesos",726
2020,4,2,"Eixample",7,"la Dreta de l'Eixample","Més de 12 mesos",427
2020,4,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Més de 12 mesos",446
2020,4,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Més de 12 mesos",737
2020,4,2,"Eixample",10,"Sant Antoni","Més de 12 mesos",527
2020,4,3,"Sants-Montjuïc",11,"el Poble Sec","Més de 12 mesos",743
2020,4,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Més de 12 mesos",37
2020,4,3,"Sants-Montjuïc",13,"la Marina de Port","Més de 12 mesos",641
2020,4,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Més de 12 mesos",189
2020,4,3,"Sants-Montjuïc",15,"Hostafrancs","Més de 12 mesos",261
2020,4,3,"Sants-Montjuïc",16,"la Bordeta","Més de 12 mesos",306
2020,4,3,"Sants-Montjuïc",17,"Sants - Badal","Més de 12 mesos",316
2020,4,3,"Sants-Montjuïc",18,"Sants","Més de 12 mesos",614
2020,4,4,"Les Corts",19,"les Corts","Més de 12 mesos",612
2020,4,4,"Les Corts",20,"la Maternitat i Sant Ramon","Més de 12 mesos",313
2020,4,4,"Les Corts",21,"Pedralbes","Més de 12 mesos",74
2020,4,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Més de 12 mesos",35
2020,4,5,"Sarrià-Sant Gervasi",23,"Sarrià","Més de 12 mesos",168
2020,4,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Més de 12 mesos",136
2020,4,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Més de 12 mesos",202
2020,4,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Més de 12 mesos",350
2020,4,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Més de 12 mesos",324
2020,4,6,"Gràcia",28,"Vallcarca i els Penitents","Més de 12 mesos",217
2020,4,6,"Gràcia",29,"el Coll","Més de 12 mesos",89
2020,4,6,"Gràcia",30,"la Salut","Més de 12 mesos",190
2020,4,6,"Gràcia",31,"la Vila de Gràcia","Més de 12 mesos",627
2020,4,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Més de 12 mesos",462
2020,4,7,"Horta-Guinardó",33,"el Baix Guinardó","Més de 12 mesos",364
2020,4,7,"Horta-Guinardó",34,"Can Baró","Més de 12 mesos",137
2020,4,7,"Horta-Guinardó",35,"el Guinardó","Més de 12 mesos",544
2020,4,7,"Horta-Guinardó",36,"la Font d'en Fargues","Més de 12 mesos",176
2020,4,7,"Horta-Guinardó",37,"el Carmel","Més de 12 mesos",599
2020,4,7,"Horta-Guinardó",38,"la Teixonera","Més de 12 mesos",189
2020,4,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Més de 12 mesos",115
2020,4,7,"Horta-Guinardó",40,"Montbau","Més de 12 mesos",83
2020,4,7,"Horta-Guinardó",41,"la Vall d'Hebron","Més de 12 mesos",89
2020,4,7,"Horta-Guinardó",42,"la Clota","Més de 12 mesos",6
2020,4,7,"Horta-Guinardó",43,"Horta","Més de 12 mesos",517
2020,4,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Més de 12 mesos",493
2020,4,8,"Nou Barris",45,"Porta","Més de 12 mesos",490
2020,4,8,"Nou Barris",46,"el Turó de la Peira","Més de 12 mesos",304
2020,4,8,"Nou Barris",47,"Can Peguera","Més de 12 mesos",43
2020,4,8,"Nou Barris",48,"la Guineueta","Més de 12 mesos",350
2020,4,8,"Nou Barris",49,"Canyelles","Més de 12 mesos",171
2020,4,8,"Nou Barris",50,"les Roquetes","Més de 12 mesos",370
2020,4,8,"Nou Barris",51,"Verdun","Més de 12 mesos",284
2020,4,8,"Nou Barris",52,"la Prosperitat","Més de 12 mesos",551
2020,4,8,"Nou Barris",53,"la Trinitat Nova","Més de 12 mesos",243
2020,4,8,"Nou Barris",54,"Torre Baró","Més de 12 mesos",67
2020,4,8,"Nou Barris",55,"Ciutat Meridiana","Més de 12 mesos",349
2020,4,8,"Nou Barris",56,"Vallbona","Més de 12 mesos",41
2020,4,9,"Sant Andreu",57,"la Trinitat Vella","Més de 12 mesos",324
2020,4,9,"Sant Andreu",58,"Baró de Viver","Més de 12 mesos",47
2020,4,9,"Sant Andreu",59,"el Bon Pastor","Més de 12 mesos",270
2020,4,9,"Sant Andreu",60,"Sant Andreu","Més de 12 mesos",1093
2020,4,9,"Sant Andreu",61,"la Sagrera","Més de 12 mesos",473
2020,4,9,"Sant Andreu",62,"el Congrés i els Indians","Més de 12 mesos",230
2020,4,9,"Sant Andreu",63,"Navas","Més de 12 mesos",350
2020,4,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Més de 12 mesos",684
2020,4,10,"Sant Martí",65,"el Clot","Més de 12 mesos",491
2020,4,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Més de 12 mesos",243
2020,4,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Més de 12 mesos",153
2020,4,10,"Sant Martí",68,"el Poblenou","Més de 12 mesos",532
2020,4,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Més de 12 mesos",251
2020,4,10,"Sant Martí",70,"el Besòs i el Maresme","Més de 12 mesos",576
2020,4,10,"Sant Martí",71,"Provençals del Poblenou","Més de 12 mesos",394
2020,4,10,"Sant Martí",72,"Sant Martí de Provençals","Més de 12 mesos",549
2020,4,10,"Sant Martí",73,"la Verneda i la Pau","Més de 12 mesos",621
2020,4,99,"No consta",99,"No consta","Més de 12 mesos",7
2020,5,1,"Ciutat Vella",1,"el Raval","Fins a 6 mesos",2386
2020,5,1,"Ciutat Vella",2,"el Barri Gòtic","Fins a 6 mesos",709
2020,5,1,"Ciutat Vella",3,"la Barceloneta","Fins a 6 mesos",710
2020,5,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Fins a 6 mesos",978
2020,5,2,"Eixample",5,"el Fort Pienc","Fins a 6 mesos",862
2020,5,2,"Eixample",6,"la Sagrada Família","Fins a 6 mesos",1355
2020,5,2,"Eixample",7,"la Dreta de l'Eixample","Fins a 6 mesos",984
2020,5,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Fins a 6 mesos",1045
2020,5,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Fins a 6 mesos",1451
2020,5,2,"Eixample",10,"Sant Antoni","Fins a 6 mesos",1109
2020,5,3,"Sants-Montjuïc",11,"el Poble Sec","Fins a 6 mesos",1541
2020,5,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Fins a 6 mesos",61
2020,5,3,"Sants-Montjuïc",13,"la Marina de Port","Fins a 6 mesos",985
2020,5,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Fins a 6 mesos",384
2020,5,3,"Sants-Montjuïc",15,"Hostafrancs","Fins a 6 mesos",463
2020,5,3,"Sants-Montjuïc",16,"la Bordeta","Fins a 6 mesos",543
2020,5,3,"Sants-Montjuïc",17,"Sants - Badal","Fins a 6 mesos",583
2020,5,3,"Sants-Montjuïc",18,"Sants","Fins a 6 mesos",1109
2020,5,4,"Les Corts",19,"les Corts","Fins a 6 mesos",1120
2020,5,4,"Les Corts",20,"la Maternitat i Sant Ramon","Fins a 6 mesos",576
2020,5,4,"Les Corts",21,"Pedralbes","Fins a 6 mesos",123
2020,5,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Fins a 6 mesos",57
2020,5,5,"Sarrià-Sant Gervasi",23,"Sarrià","Fins a 6 mesos",277
2020,5,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Fins a 6 mesos",221
2020,5,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Fins a 6 mesos",371
2020,5,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Fins a 6 mesos",713
2020,5,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Fins a 6 mesos",655
2020,5,6,"Gràcia",28,"Vallcarca i els Penitents","Fins a 6 mesos",430
2020,5,6,"Gràcia",29,"el Coll","Fins a 6 mesos",181
2020,5,6,"Gràcia",30,"la Salut","Fins a 6 mesos",363
2020,5,6,"Gràcia",31,"la Vila de Gràcia","Fins a 6 mesos",1467
2020,5,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Fins a 6 mesos",891
2020,5,7,"Horta-Guinardó",33,"el Baix Guinardó","Fins a 6 mesos",675
2020,5,7,"Horta-Guinardó",34,"Can Baró","Fins a 6 mesos",260
2020,5,7,"Horta-Guinardó",35,"el Guinardó","Fins a 6 mesos",1050
2020,5,7,"Horta-Guinardó",36,"la Font d'en Fargues","Fins a 6 mesos",306
2020,5,7,"Horta-Guinardó",37,"el Carmel","Fins a 6 mesos",1047
2020,5,7,"Horta-Guinardó",38,"la Teixonera","Fins a 6 mesos",338
2020,5,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Fins a 6 mesos",208
2020,5,7,"Horta-Guinardó",40,"Montbau","Fins a 6 mesos",151
2020,5,7,"Horta-Guinardó",41,"la Vall d'Hebron","Fins a 6 mesos",160
2020,5,7,"Horta-Guinardó",42,"la Clota","Fins a 6 mesos",11
2020,5,7,"Horta-Guinardó",43,"Horta","Fins a 6 mesos",863
2020,5,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Fins a 6 mesos",802
2020,5,8,"Nou Barris",45,"Porta","Fins a 6 mesos",785
2020,5,8,"Nou Barris",46,"el Turó de la Peira","Fins a 6 mesos",497
2020,5,8,"Nou Barris",47,"Can Peguera","Fins a 6 mesos",68
2020,5,8,"Nou Barris",48,"la Guineueta","Fins a 6 mesos",528
2020,5,8,"Nou Barris",49,"Canyelles","Fins a 6 mesos",257
2020,5,8,"Nou Barris",50,"les Roquetes","Fins a 6 mesos",558
2020,5,8,"Nou Barris",51,"Verdun","Fins a 6 mesos",428
2020,5,8,"Nou Barris",52,"la Prosperitat","Fins a 6 mesos",882
2020,5,8,"Nou Barris",53,"la Trinitat Nova","Fins a 6 mesos",370
2020,5,8,"Nou Barris",54,"Torre Baró","Fins a 6 mesos",102
2020,5,8,"Nou Barris",55,"Ciutat Meridiana","Fins a 6 mesos",533
2020,5,8,"Nou Barris",56,"Vallbona","Fins a 6 mesos",62
2020,5,9,"Sant Andreu",57,"la Trinitat Vella","Fins a 6 mesos",494
2020,5,9,"Sant Andreu",58,"Baró de Viver","Fins a 6 mesos",69
2020,5,9,"Sant Andreu",59,"el Bon Pastor","Fins a 6 mesos",390
2020,5,9,"Sant Andreu",60,"Sant Andreu","Fins a 6 mesos",1580
2020,5,9,"Sant Andreu",61,"la Sagrera","Fins a 6 mesos",805
2020,5,9,"Sant Andreu",62,"el Congrés i els Indians","Fins a 6 mesos",392
2020,5,9,"Sant Andreu",63,"Navas","Fins a 6 mesos",607
2020,5,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Fins a 6 mesos",1173
2020,5,10,"Sant Martí",65,"el Clot","Fins a 6 mesos",743
2020,5,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Fins a 6 mesos",347
2020,5,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Fins a 6 mesos",248
2020,5,10,"Sant Martí",68,"el Poblenou","Fins a 6 mesos",843
2020,5,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Fins a 6 mesos",400
2020,5,10,"Sant Martí",70,"el Besòs i el Maresme","Fins a 6 mesos",911
2020,5,10,"Sant Martí",71,"Provençals del Poblenou","Fins a 6 mesos",568
2020,5,10,"Sant Martí",72,"Sant Martí de Provençals","Fins a 6 mesos",780
2020,5,10,"Sant Martí",73,"la Verneda i la Pau","Fins a 6 mesos",883
2020,5,99,"No consta",99,"No consta","Fins a 6 mesos",266
2020,5,1,"Ciutat Vella",1,"el Raval","De 6 a 12 mesos",741
2020,5,1,"Ciutat Vella",2,"el Barri Gòtic","De 6 a 12 mesos",219
2020,5,1,"Ciutat Vella",3,"la Barceloneta","De 6 a 12 mesos",242
2020,5,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","De 6 a 12 mesos",333
2020,5,2,"Eixample",5,"el Fort Pienc","De 6 a 12 mesos",252
2020,5,2,"Eixample",6,"la Sagrada Família","De 6 a 12 mesos",412
2020,5,2,"Eixample",7,"la Dreta de l'Eixample","De 6 a 12 mesos",310
2020,5,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","De 6 a 12 mesos",326
2020,5,2,"Eixample",9,"la Nova Esquerra de l'Eixample","De 6 a 12 mesos",524
2020,5,2,"Eixample",10,"Sant Antoni","De 6 a 12 mesos",379
2020,5,3,"Sants-Montjuïc",11,"el Poble Sec","De 6 a 12 mesos",476
2020,5,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","De 6 a 12 mesos",22
2020,5,3,"Sants-Montjuïc",13,"la Marina de Port","De 6 a 12 mesos",347
2020,5,3,"Sants-Montjuïc",14,"la Font de la Guatlla","De 6 a 12 mesos",120
2020,5,3,"Sants-Montjuïc",15,"Hostafrancs","De 6 a 12 mesos",159
2020,5,3,"Sants-Montjuïc",16,"la Bordeta","De 6 a 12 mesos",186
2020,5,3,"Sants-Montjuïc",17,"Sants - Badal","De 6 a 12 mesos",196
2020,5,3,"Sants-Montjuïc",18,"Sants","De 6 a 12 mesos",380
2020,5,4,"Les Corts",19,"les Corts","De 6 a 12 mesos",396
2020,5,4,"Les Corts",20,"la Maternitat i Sant Ramon","De 6 a 12 mesos",194
2020,5,4,"Les Corts",21,"Pedralbes","De 6 a 12 mesos",44
2020,5,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","De 6 a 12 mesos",22
2020,5,5,"Sarrià-Sant Gervasi",23,"Sarrià","De 6 a 12 mesos",102
2020,5,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","De 6 a 12 mesos",87
2020,5,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","De 6 a 12 mesos",141
2020,5,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","De 6 a 12 mesos",242
2020,5,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","De 6 a 12 mesos",228
2020,5,6,"Gràcia",28,"Vallcarca i els Penitents","De 6 a 12 mesos",147
2020,5,6,"Gràcia",29,"el Coll","De 6 a 12 mesos",63
2020,5,6,"Gràcia",30,"la Salut","De 6 a 12 mesos",124
2020,5,6,"Gràcia",31,"la Vila de Gràcia","De 6 a 12 mesos",468
2020,5,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","De 6 a 12 mesos",281
2020,5,7,"Horta-Guinardó",33,"el Baix Guinardó","De 6 a 12 mesos",219
2020,5,7,"Horta-Guinardó",34,"Can Baró","De 6 a 12 mesos",88
2020,5,7,"Horta-Guinardó",35,"el Guinardó","De 6 a 12 mesos",338
2020,5,7,"Horta-Guinardó",36,"la Font d'en Fargues","De 6 a 12 mesos",108
2020,5,7,"Horta-Guinardó",37,"el Carmel","De 6 a 12 mesos",368
2020,5,7,"Horta-Guinardó",38,"la Teixonera","De 6 a 12 mesos",108
2020,5,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","De 6 a 12 mesos",65
2020,5,7,"Horta-Guinardó",40,"Montbau","De 6 a 12 mesos",47
2020,5,7,"Horta-Guinardó",41,"la Vall d'Hebron","De 6 a 12 mesos",50
2020,5,7,"Horta-Guinardó",42,"la Clota","De 6 a 12 mesos",3
2020,5,7,"Horta-Guinardó",43,"Horta","De 6 a 12 mesos",301
2020,5,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","De 6 a 12 mesos",272
2020,5,8,"Nou Barris",45,"Porta","De 6 a 12 mesos",258
2020,5,8,"Nou Barris",46,"el Turó de la Peira","De 6 a 12 mesos",173
2020,5,8,"Nou Barris",47,"Can Peguera","De 6 a 12 mesos",24
2020,5,8,"Nou Barris",48,"la Guineueta","De 6 a 12 mesos",195
2020,5,8,"Nou Barris",49,"Canyelles","De 6 a 12 mesos",95
2020,5,8,"Nou Barris",50,"les Roquetes","De 6 a 12 mesos",207
2020,5,8,"Nou Barris",51,"Verdun","De 6 a 12 mesos",158
2020,5,8,"Nou Barris",52,"la Prosperitat","De 6 a 12 mesos",289
2020,5,8,"Nou Barris",53,"la Trinitat Nova","De 6 a 12 mesos",152
2020,5,8,"Nou Barris",54,"Torre Baró","De 6 a 12 mesos",42
2020,5,8,"Nou Barris",55,"Ciutat Meridiana","De 6 a 12 mesos",222
2020,5,8,"Nou Barris",56,"Vallbona","De 6 a 12 mesos",26
2020,5,9,"Sant Andreu",57,"la Trinitat Vella","De 6 a 12 mesos",206
2020,5,9,"Sant Andreu",58,"Baró de Viver","De 6 a 12 mesos",26
2020,5,9,"Sant Andreu",59,"el Bon Pastor","De 6 a 12 mesos",149
2020,5,9,"Sant Andreu",60,"Sant Andreu","De 6 a 12 mesos",603
2020,5,9,"Sant Andreu",61,"la Sagrera","De 6 a 12 mesos",265
2020,5,9,"Sant Andreu",62,"el Congrés i els Indians","De 6 a 12 mesos",129
2020,5,9,"Sant Andreu",63,"Navas","De 6 a 12 mesos",199
2020,5,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","De 6 a 12 mesos",366
2020,5,10,"Sant Martí",65,"el Clot","De 6 a 12 mesos",262
2020,5,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","De 6 a 12 mesos",134
2020,5,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","De 6 a 12 mesos",95
2020,5,10,"Sant Martí",68,"el Poblenou","De 6 a 12 mesos",323
2020,5,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","De 6 a 12 mesos",135
2020,5,10,"Sant Martí",70,"el Besòs i el Maresme","De 6 a 12 mesos",307
2020,5,10,"Sant Martí",71,"Provençals del Poblenou","De 6 a 12 mesos",204
2020,5,10,"Sant Martí",72,"Sant Martí de Provençals","De 6 a 12 mesos",274
2020,5,10,"Sant Martí",73,"la Verneda i la Pau","De 6 a 12 mesos",308
